graduate_id,graduation_year,age_at_graduation,gender,ethnicity,university_tier,major,gpa,internship_count,study_abroad,leadership_roles,industry,job_location,company_size,graduate_degree,technical_skills,remote_work_percent,years_experience,salary_starting,salary_current,job_satisfaction
GRAD_006107,2021,23,Female,Asian,Regional,Liberal Arts,3.33,0,Yes,0,Healthcare,San Francisco,Medium,MBA,1.0,0.0,3,82310,121303,4.2
GRAD_006108,2020,21,Male,White,Regional,Engineering,2.61,2,No,3,Consulting,Los Angeles,Small,Masters,3.0,20.0,4,119771,171918,8.0
GRAD_006109,2022,24,Female,White,Regional,Chemistry,3.03,2,,0,Real Estate,Seattle,Startup,PhD,1.0,0.0,2,77452,105222,8.9
GRAD_006110,2023,23,Male,White,Top 100,Biology,3.65,2,Yes,1,Government,Atlanta,Fortune 500,PhD,3.0,40.0,1,52477,75133,8.9
GRAD_006111,2022,20,Male,White,Regional,Economics,3.37,1,No,3,Non-profit,Washington DC,Fortune 500,Masters,1.0,20.0,2,62585,79376,5.2
GRAD_006112,2021,20,Male,Other,Regional,Computer Science,2.84,0,No,2,Technology,Atlanta,Large,None,3.0,0.0,3,114625,137297,3.8
GRAD_006113,2019,20,Female,White,Regional,Data Science,4.0,1,No,0,Manufacturing,Miami,Large,None,4.0,0.0,5,100723,142784,6.5
GRAD_006114,2017,22,Female,White,Regional,Psychology,3.1,2,Yes,1,Energy,Washington DC,Medium,None,1.0,0.0,7,93533,113055,7.0
GRAD_006115,2021,22,Male,White,Regional,Political Science,3.22,4,No,1,Manufacturing,Atlanta,Large,None,1.0,20.0,3,67772,82417,7.3
GRAD_006116,2017,23,Male,Hispanic,Top 100,Communications,3.19,0,No,1,Finance,Denver,Large,None,2.0,40.0,7,77244,114630,6.6
GRAD_006117,2015,22,Male,Hispanic,Top 50,Marketing,3.61,3,No,0,Media,Dallas,Fortune 500,None,3.0,40.0,9,75713,124669,6.9
GRAD_006118,2020,22,Male,Asian,Top 100,Data Science,3.22,1,No,3,Education,Phoenix,Fortune 500,None,2.0,40.0,4,63890,78254,4.7
GRAD_006119,2019,22,Female,White,Top 100,Business,2.65,0,No,1,Manufacturing,Austin,Medium,None,1.0,20.0,5,84597,100106,4.2
GRAD_006120,2022,27,Female,Hispanic,Top 10,Computer Science,2.65,4,No,1,Real Estate,Philadelphia,Medium,None,3.0,40.0,2,135125,148815,8.9
GRAD_006121,2021,20,Female,Asian,Regional,Data Science,3.09,1,No,0,Real Estate,Phoenix,Large,MBA,2.0,60.0,3,96597,138017,9.6
GRAD_006122,2021,20,Male,Other,Regional,Business,3.37,1,No,2,Real Estate,Phoenix,Large,None,4.0,0.0,3,74264,93855,3.3
GRAD_006123,2022,21,Male,White,Top 10,Chemistry,3.12,0,No,2,Transportation,Boston,Large,None,2.0,,2,99939,112713,6.6
GRAD_006124,2018,21,Male,White,Regional,Computer Science,3.51,3,No,1,Government,Atlanta,Startup,None,1.0,40.0,6,90214,123785,7.7
GRAD_006125,2023,21,Male,White,Top 100,Engineering,3.8,2,No,2,Manufacturing,Los Angeles,Fortune 500,MBA,1.0,0.0,1,129213,173826,8.6
GRAD_006126,2017,22,Female,Asian,Top 100,Psychology,2.86,0,No,0,Consulting,Chicago,Startup,Masters,1.0,0.0,7,70792,115547,7.3
GRAD_006127,2022,20,Male,Black,Top 50,Business,3.37,3,No,3,Healthcare,Atlanta,Large,None,2.0,100.0,2,94624,113271,6.7
GRAD_006128,2023,21,Male,Hispanic,Top 50,Mathematics,3.12,2,No,2,Real Estate,Washington DC,Large,None,0.0,40.0,1,103408,107665,10.0
GRAD_006129,2015,22,Male,Asian,Top 50,Liberal Arts,3.03,2,No,3,Real Estate,Boston,Startup,None,2.0,100.0,9,92545,150018,7.7
GRAD_006130,2021,22,Male,White,Top 100,Biology,3.11,3,Yes,3,Education,Phoenix,Medium,Masters,2.0,,3,42537,60197,5.5
GRAD_006131,2021,22,Male,White,Top 100,Business,3.55,2,No,1,Media,Portland,Startup,None,1.0,0.0,3,76563,90646,8.8
GRAD_006132,2023,22,Female,White,Top 50,Liberal Arts,3.33,2,No,0,Transportation,Denver,Medium,None,4.0,60.0,1,72768,82672,6.6
GRAD_006133,2017,21,Female,White,Regional,Data Science,3.12,1,No,1,Government,Philadelphia,Startup,None,1.0,0.0,7,93316,137472,9.5
GRAD_006134,2020,22,Male,Asian,Top 100,Mathematics,3.97,3,Yes,1,Education,Chicago,Fortune 500,MBA,2.0,100.0,4,67037,103609,6.5
GRAD_006135,2022,22,Male,Hispanic,Top 50,Psychology,3.17,2,No,3,Finance,Seattle,Startup,None,0.0,0.0,2,102570,116890,4.7
GRAD_006136,2016,23,Female,White,Top 100,Engineering,3.42,1,No,1,Transportation,Boston,Large,None,1.0,0.0,8,110252,140476,9.5
GRAD_006137,2022,20,Male,White,Regional,Biology,3.27,0,No,1,Manufacturing,New York,Medium,None,1.0,60.0,2,77080,88766,6.3
GRAD_006138,2019,22,Male,White,Top 100,Chemistry,2.76,0,No,1,Real Estate,Boston,Small,MBA,1.0,100.0,5,76094,115322,9.0
GRAD_006139,2021,22,Male,Black,Top 100,Psychology,3.19,0,No,2,Non-profit,Dallas,Small,Masters,0.0,,3,46262,62119,8.3
GRAD_006140,2015,22,Male,Other,Top 50,Data Science,3.1,1,Yes,0,Energy,Washington DC,Small,None,0.0,100.0,9,135008,218694,6.2
GRAD_006141,2017,22,Female,White,Top 50,Liberal Arts,3.15,0,No,2,Media,San Francisco,Medium,Masters,1.0,0.0,7,76680,135340,9.3
GRAD_006142,2019,20,Male,White,Top 50,Liberal Arts,4.0,1,No,0,Technology,Phoenix,Large,None,0.0,,5,78332,101654,8.9
GRAD_006143,2018,22,Female,Hispanic,Regional,Marketing,3.08,2,No,1,Transportation,Denver,Large,Masters,,40.0,6,61295,100756,7.5
GRAD_006144,2023,22,Male,White,Top 100,Marketing,3.33,0,No,1,Technology,Dallas,Medium,None,3.0,,1,87398,99217,5.2
GRAD_006145,2022,23,Male,Hispanic,Regional,Engineering,3.59,2,Yes,1,Manufacturing,Austin,Medium,None,1.0,20.0,2,94445,104160,4.6
GRAD_006146,2022,22,Female,Hispanic,Regional,Engineering,3.03,0,No,1,Finance,San Francisco,Medium,None,5.0,,2,144042,172710,4.9
GRAD_006147,2019,21,Female,White,Regional,Psychology,2.95,0,Yes,0,Transportation,Boston,Small,PhD,1.0,40.0,5,73822,109729,5.9
GRAD_006148,2019,24,Female,White,Top 50,Psychology,3.4,2,No,2,Technology,Dallas,Large,None,2.0,40.0,5,93595,127042,4.7
GRAD_006149,2022,20,Male,White,Regional,Business,3.31,3,No,0,Government,Phoenix,Fortune 500,JD,2.0,20.0,2,68451,106292,5.2
GRAD_006150,2019,20,Female,Asian,Top 10,Marketing,3.48,2,No,1,Retail,Denver,Medium,None,2.0,40.0,5,74418,91474,5.8
GRAD_006151,2019,20,Female,Other,Regional,Data Science,2.72,0,Yes,0,Manufacturing,Boston,Large,None,3.0,40.0,5,102325,136531,4.0
GRAD_006152,2020,23,Male,White,Regional,Data Science,3.87,3,No,2,Media,Boston,Large,JD,4.0,20.0,4,117439,207761,7.7
GRAD_006153,2020,21,Male,White,Top 50,Mathematics,3.32,1,Yes,2,Healthcare,San Francisco,Small,None,3.0,40.0,4,126408,169963,5.6
GRAD_006154,2021,22,Female,Hispanic,Regional,Engineering,3.66,0,No,2,Energy,Seattle,Large,Masters,1.0,20.0,3,114619,158526,8.1
GRAD_006155,2021,24,Male,Asian,Top 100,Computer Science,4.0,4,No,0,Real Estate,Boston,Medium,None,1.0,60.0,3,169534,207338,4.8
GRAD_006156,2019,20,Female,White,Regional,Computer Science,3.25,5,No,2,Retail,Chicago,Small,MBA,0.0,80.0,5,84359,125592,6.3
GRAD_006157,2018,20,Female,White,Regional,Finance,2.99,1,Yes,1,Education,Los Angeles,Medium,None,0.0,,6,68825,87876,6.9
GRAD_006158,2023,23,Female,White,Top 100,Business,3.17,2,No,1,Non-profit,Miami,Medium,Masters,2.0,60.0,1,62990,77586,6.5
GRAD_006159,2022,21,Male,White,Regional,Psychology,3.24,2,Yes,1,Consulting,Phoenix,Startup,None,1.0,40.0,2,57442,67182,4.4
GRAD_006160,2015,20,Male,Black,Regional,Data Science,3.36,0,,1,Manufacturing,San Francisco,Small,None,3.0,40.0,9,134485,218489,6.4
GRAD_006161,2020,22,Female,White,Top 100,Liberal Arts,3.75,1,No,0,Real Estate,Seattle,Small,MBA,4.0,0.0,4,94467,147974,6.5
GRAD_006162,2018,22,Female,Hispanic,Top 50,Psychology,3.3,2,No,1,Government,New York,Large,Masters,2.0,80.0,6,88601,139691,8.3
GRAD_006163,2021,21,Male,Asian,Top 50,Engineering,3.75,2,Yes,2,Technology,Phoenix,Large,JD,3.0,100.0,3,135780,221818,9.2
GRAD_006164,2020,23,Female,White,Top 50,Engineering,3.71,1,No,1,Retail,San Francisco,Small,MBA,0.0,40.0,4,147248,218714,8.0
GRAD_006165,2015,21,Male,White,Top 100,Mathematics,3.35,6,Yes,1,Government,Atlanta,Large,None,0.0,40.0,9,86576,154477,5.4
GRAD_006166,2021,21,Male,White,Top 50,Data Science,2.75,3,No,3,Transportation,Seattle,Large,None,3.0,80.0,3,149527,174648,9.1
GRAD_006167,2018,20,Female,White,Top 50,Psychology,3.61,1,No,0,Non-profit,New York,Large,Masters,1.0,60.0,6,74543,114566,8.3
GRAD_006168,2017,20,Female,Hispanic,Top 50,Marketing,3.54,1,No,1,Technology,Denver,Large,None,3.0,20.0,7,103408,167171,8.1
GRAD_006169,2015,22,Female,White,Top 100,Liberal Arts,3.22,1,Yes,0,Technology,New York,Large,None,3.0,60.0,9,104056,150879,5.0
GRAD_006170,2022,20,Female,White,Top 10,Data Science,2.94,2,No,0,Government,San Francisco,Large,MBA,1.0,0.0,2,184052,235055,7.0
GRAD_006171,2020,22,Male,Asian,Regional,Data Science,3.28,0,No,0,Retail,New York,Startup,None,2.0,20.0,4,105952,130508,8.0
GRAD_006172,2019,25,Female,White,Regional,Economics,3.47,1,Yes,0,Energy,Portland,Large,None,3.0,100.0,5,104551,141770,6.0
GRAD_006173,2021,23,Female,Other,Top 100,Communications,2.88,3,No,1,Technology,Chicago,Large,JD,1.0,0.0,3,83558,120068,5.6
GRAD_006174,2018,22,Male,White,Regional,Psychology,2.88,3,No,2,Consulting,Portland,Large,None,3.0,0.0,6,71937,116479,6.1
GRAD_006175,2020,23,Female,Asian,Top 100,Biology,4.0,1,No,1,Government,Austin,Fortune 500,None,,40.0,4,77047,93861,6.4
GRAD_006176,2017,25,Female,White,Top 100,Business,2.9,1,No,1,Education,San Francisco,Small,None,3.0,20.0,7,76794,114618,6.2
GRAD_006177,2015,20,Male,Other,Regional,Mathematics,3.05,1,No,4,Media,Seattle,Medium,MBA,2.0,0.0,9,78212,175216,9.2
GRAD_006178,2020,22,Female,White,Regional,Chemistry,3.87,2,No,1,Education,Denver,Fortune 500,None,2.0,40.0,4,70400,80109,3.0
GRAD_006179,2017,24,Female,White,Regional,Marketing,2.96,1,No,0,Energy,Chicago,Large,Masters,2.0,100.0,7,76579,113069,8.6
GRAD_006180,2022,22,Female,White,Regional,Business,2.94,1,Yes,3,Non-profit,Denver,Large,Masters,4.0,20.0,2,58364,81199,8.1
GRAD_006181,2019,24,Male,White,Regional,Engineering,3.63,3,No,2,Manufacturing,Austin,Small,None,3.0,0.0,5,108098,153886,7.8
GRAD_006182,2017,21,Female,Other,Regional,Economics,2.65,2,Yes,0,Manufacturing,Austin,Fortune 500,None,2.0,40.0,7,86690,137933,7.7
GRAD_006183,2020,20,Female,White,Top 10,Computer Science,3.12,1,No,1,Finance,Dallas,Small,PhD,1.0,0.0,4,144771,207301,5.6
GRAD_006184,2016,25,Male,Asian,Top 50,Business,3.53,2,No,2,Retail,Los Angeles,Large,MD,,,8,75245,176917,8.7
GRAD_006185,2022,22,Female,White,Top 100,Engineering,3.83,4,No,0,Real Estate,Austin,Medium,None,2.0,0.0,2,129191,139360,5.9
GRAD_006186,2019,23,Female,White,Regional,Mathematics,3.48,2,No,2,Transportation,Los Angeles,Large,None,2.0,40.0,5,81866,105797,8.0
GRAD_006187,2022,23,Male,White,Top 10,Data Science,3.46,2,No,0,Healthcare,Seattle,Startup,Masters,0.0,20.0,2,155275,195667,5.8
GRAD_006188,2016,24,Female,Other,Regional,Marketing,3.35,1,No,3,Transportation,New York,Medium,None,3.0,100.0,8,75815,100015,6.5
GRAD_006189,2019,22,Female,White,Regional,Computer Science,3.76,0,No,2,Education,Dallas,Large,None,2.0,0.0,5,78270,109133,4.9
GRAD_006190,2017,23,Male,White,Regional,Economics,3.76,1,No,1,Transportation,Chicago,Startup,None,3.0,0.0,7,82848,134991,5.0
GRAD_006191,2015,23,Female,White,Top 10,Business,3.45,3,No,0,Technology,Washington DC,Fortune 500,None,,20.0,9,147269,187241,4.7
GRAD_006192,2023,21,Male,White,Regional,Business,3.36,2,No,1,Real Estate,Austin,Small,None,3.0,40.0,1,89499,104679,4.3
GRAD_006193,2021,24,Male,Asian,Top 10,Business,2.96,1,No,1,Real Estate,Atlanta,Large,None,2.0,0.0,3,88481,105602,6.9
GRAD_006194,2018,21,Male,White,Top 10,Engineering,3.03,1,No,1,Education,Boston,Large,Masters,2.0,20.0,6,111897,165228,8.5
GRAD_006195,2017,24,Male,Black,Regional,Computer Science,2.63,1,No,0,Education,New York,Large,Masters,1.0,80.0,7,119153,182639,8.0
GRAD_006196,2017,23,Female,White,Top 50,Psychology,3.23,2,,2,Consulting,Philadelphia,Startup,None,2.0,,7,86429,126694,7.8
GRAD_006197,2015,20,Female,Asian,Top 50,Biology,2.91,3,No,1,Manufacturing,Seattle,Large,None,0.0,0.0,9,87535,113824,9.2
GRAD_006198,2016,23,Male,Hispanic,Regional,Psychology,3.02,2,No,0,Energy,Los Angeles,Fortune 500,None,2.0,20.0,8,85128,115852,5.5
GRAD_006199,2016,22,Male,Hispanic,Top 100,Business,3.72,1,No,0,Manufacturing,Dallas,Large,PhD,3.0,0.0,8,72616,124097,5.7
GRAD_006200,2021,24,Male,Asian,Regional,Psychology,3.6,0,No,2,Transportation,San Francisco,Fortune 500,None,2.0,0.0,3,81930,103368,6.0
GRAD_006201,2020,25,Female,Hispanic,Regional,Economics,3.08,4,No,0,Consulting,Austin,Startup,None,1.0,20.0,4,109483,121951,7.1
GRAD_006202,2020,22,Female,White,Top 50,Data Science,3.16,4,No,0,Media,Los Angeles,Fortune 500,None,0.0,20.0,4,102400,118372,9.2
GRAD_006203,2021,23,Male,Asian,Top 100,Marketing,4.0,4,No,0,Non-profit,Washington DC,Small,PhD,2.0,0.0,3,76535,112575,7.5
GRAD_006204,2017,20,Male,White,Regional,Chemistry,3.0,0,No,1,Consulting,Dallas,Fortune 500,MBA,0.0,40.0,7,73054,134046,6.6
GRAD_006205,2018,22,Male,White,Regional,Mathematics,3.55,3,Yes,4,Finance,Phoenix,Large,None,3.0,100.0,6,80786,123170,7.2
GRAD_006206,2016,24,Female,White,Top 100,Liberal Arts,3.84,0,No,3,Healthcare,Seattle,Medium,None,3.0,80.0,8,87426,143375,5.3
GRAD_006207,2020,22,Male,Black,Top 100,Biology,3.38,2,No,1,Energy,New York,Large,None,3.0,20.0,4,112148,149854,9.6
GRAD_006208,2023,23,Male,White,Regional,Psychology,3.44,1,No,0,Technology,Chicago,Large,None,4.0,20.0,1,76129,91636,5.2
GRAD_006209,2022,22,Female,Asian,Top 100,Finance,2.71,2,No,0,Transportation,Denver,Large,None,3.0,40.0,2,95235,106489,7.3
GRAD_006210,2020,22,Male,White,Regional,Data Science,3.16,2,No,0,Transportation,Miami,Medium,None,0.0,80.0,4,90902,108848,4.0
GRAD_006211,2021,23,Female,White,Regional,Computer Science,3.36,0,,1,Technology,Boston,Large,None,3.0,20.0,3,125977,150560,7.5
GRAD_006212,2023,20,Female,Black,Top 50,Political Science,3.81,0,No,1,Consulting,Portland,Large,None,2.0,100.0,1,91232,97584,6.3
GRAD_006213,2020,23,Male,Asian,Top 100,Psychology,3.11,1,Yes,1,Consulting,Seattle,Fortune 500,None,0.0,40.0,4,103368,117327,10.0
GRAD_006214,2022,20,Female,Asian,Top 100,Engineering,3.35,1,Yes,2,Media,Los Angeles,Large,Masters,3.0,0.0,2,82861,114367,6.0
GRAD_006215,2020,22,Male,White,Top 100,Communications,3.74,1,No,2,Retail,Washington DC,Small,None,4.0,40.0,4,61800,83580,7.3
GRAD_006216,2015,21,Female,White,Top 50,Psychology,3.68,1,Yes,1,Consulting,Denver,Medium,Masters,3.0,0.0,9,76950,138969,8.4
GRAD_006217,2023,20,Female,Hispanic,Top 10,Business,3.44,2,Yes,2,Consulting,Chicago,Large,None,,40.0,1,131743,145217,7.3
GRAD_006218,2016,24,Female,Asian,Regional,Liberal Arts,3.09,1,No,0,Real Estate,Boston,Small,None,1.0,40.0,8,77032,105004,5.5
GRAD_006219,2021,24,Male,White,Regional,Economics,3.49,0,Yes,1,Government,New York,Medium,None,0.0,20.0,3,99221,111575,7.3
GRAD_006220,2017,21,Male,Black,Regional,Computer Science,3.35,1,Yes,1,Finance,New York,Medium,MBA,3.0,20.0,7,142298,274848,2.2
GRAD_006221,2023,26,Female,White,Top 50,Computer Science,2.88,2,Yes,0,Finance,Portland,Medium,None,2.0,0.0,1,149030,148791,5.8
GRAD_006222,2017,23,Female,White,Top 100,Business,3.23,4,No,1,Consulting,New York,Medium,None,1.0,0.0,7,148749,220404,7.9
GRAD_006223,2016,22,Female,White,Top 100,Mathematics,3.49,2,No,0,Energy,Boston,Fortune 500,MBA,1.0,20.0,8,120683,204548,7.2
GRAD_006224,2019,20,Female,White,Top 10,Business,3.83,1,Yes,1,Energy,Miami,Small,None,,0.0,5,125696,146375,5.7
GRAD_006225,2019,22,Female,Hispanic,Top 50,Computer Science,3.03,1,No,1,Energy,Washington DC,Small,None,1.0,20.0,5,131530,152056,3.0
GRAD_006226,2022,21,Male,Hispanic,Regional,Engineering,3.6,0,No,1,Manufacturing,Boston,Medium,None,4.0,100.0,2,114687,133869,7.4
GRAD_006227,2022,21,Female,White,Top 50,Liberal Arts,3.09,2,No,1,Energy,Austin,Startup,MBA,3.0,60.0,2,86851,120406,9.8
GRAD_006228,2018,23,Male,Asian,Top 50,Data Science,3.28,3,No,1,Healthcare,Washington DC,Medium,None,5.0,0.0,6,131010,206495,7.2
GRAD_006229,2019,21,Male,White,Regional,Computer Science,3.16,3,No,0,Consulting,Portland,Startup,None,2.0,0.0,5,138937,171175,7.0
GRAD_006230,2020,24,Female,Black,Regional,Political Science,3.98,1,No,0,Government,Miami,Medium,None,0.0,0.0,4,57776,71592,5.7
GRAD_006231,2020,21,Female,White,Regional,Political Science,3.53,2,No,2,Non-profit,Chicago,Large,Masters,1.0,0.0,4,49862,69989,7.9
GRAD_006232,2022,20,Female,White,Regional,Liberal Arts,3.58,1,No,1,Government,Dallas,Large,None,4.0,0.0,2,45235,59911,6.6
GRAD_006233,2019,23,Male,Hispanic,Regional,Communications,3.05,1,No,1,Real Estate,New York,Fortune 500,None,2.0,40.0,5,88543,118110,7.3
GRAD_006234,2023,22,Male,White,Regional,Computer Science,3.49,4,No,1,Manufacturing,Boston,Medium,None,1.0,60.0,1,109517,120039,8.2
GRAD_006235,2017,23,Female,Hispanic,Top 100,Engineering,2.88,1,No,2,Technology,Austin,Large,PhD,,0.0,7,149570,267200,6.5
GRAD_006236,2022,22,Male,White,Top 50,Political Science,2.41,2,No,1,Finance,San Francisco,Large,Masters,2.0,40.0,2,122573,160181,9.1
GRAD_006237,2018,20,Female,White,Regional,Chemistry,3.14,2,No,0,Non-profit,Dallas,Small,None,2.0,,6,49554,72109,6.0
GRAD_006238,2022,22,Female,White,Top 100,Engineering,3.77,3,,0,Technology,New York,Small,MBA,0.0,40.0,2,170658,224262,6.0
GRAD_006239,2020,21,Other,Hispanic,Top 100,Business,3.16,2,No,1,Consulting,Philadelphia,Small,None,3.0,40.0,4,84653,113202,5.0
GRAD_006240,2022,22,Male,Other,Top 100,Data Science,3.53,3,Yes,0,Energy,Denver,Large,None,0.0,20.0,2,104305,118930,7.7
GRAD_006241,2017,21,Male,White,Regional,Computer Science,4.0,2,No,1,Real Estate,Boston,Large,None,2.0,0.0,7,141456,192812,7.6
GRAD_006242,2021,22,Male,Black,Regional,Business,3.27,4,Yes,2,Education,Los Angeles,Medium,Masters,2.0,80.0,3,69733,98366,6.9
GRAD_006243,2022,22,Female,Asian,Regional,Computer Science,3.92,1,Yes,0,Consulting,Denver,Medium,None,2.0,0.0,2,143868,155251,10.0
GRAD_006244,2022,23,Female,White,Regional,Liberal Arts,2.56,1,Yes,1,Manufacturing,Portland,Small,Masters,2.0,20.0,2,50876,65840,9.0
GRAD_006245,2020,21,Male,White,Top 10,Engineering,3.09,1,,0,Healthcare,Philadelphia,Small,Masters,2.0,0.0,4,124574,190096,8.5
GRAD_006246,2021,20,Male,White,Top 100,Business,3.47,0,Yes,1,Technology,Boston,Small,None,4.0,20.0,3,107874,133698,5.1
GRAD_006247,2017,21,Female,Asian,Top 50,Computer Science,3.25,3,No,0,Technology,Denver,Medium,None,4.0,40.0,7,154296,206477,5.9
GRAD_006248,2017,22,Male,White,Top 100,Economics,3.5,0,Yes,1,Media,San Francisco,Large,None,0.0,20.0,7,102454,144836,8.6
GRAD_006249,2017,24,Female,White,Top 100,Data Science,2.95,0,Yes,2,Energy,Atlanta,Large,None,2.0,0.0,7,99531,133683,7.2
GRAD_006250,2022,22,Female,Other,Regional,Data Science,4.0,0,No,1,Retail,Miami,Fortune 500,None,1.0,0.0,2,74629,83266,8.2
GRAD_006251,2016,23,Male,Asian,Regional,Engineering,3.84,1,No,2,Real Estate,Chicago,Fortune 500,MBA,1.0,0.0,8,94329,183517,7.6
GRAD_006252,2018,22,Male,Hispanic,Top 50,Economics,3.54,1,No,0,Manufacturing,Seattle,Medium,MBA,,40.0,6,108959,179115,5.3
GRAD_006253,2023,22,Male,Asian,Top 50,Political Science,2.95,2,Yes,4,Retail,Dallas,Startup,None,,40.0,1,51836,57163,7.0
GRAD_006254,2022,22,Female,Asian,Top 50,Business,3.31,1,No,0,Retail,Philadelphia,Small,None,2.0,0.0,2,64977,76784,3.4
GRAD_006255,2021,24,Female,White,Regional,Economics,3.67,0,Yes,0,Media,Chicago,Fortune 500,None,0.0,,3,78386,85399,6.3
GRAD_006256,2019,24,Male,White,Top 100,Economics,3.1,2,No,0,Non-profit,Denver,Medium,None,3.0,0.0,5,59790,86441,6.5
GRAD_006257,2021,21,Female,Black,Top 100,Communications,3.83,4,No,1,Non-profit,New York,Large,MBA,6.0,0.0,3,67987,110181,8.2
GRAD_006258,2020,22,Male,Other,Top 100,Economics,3.44,1,No,0,Government,Atlanta,Large,None,2.0,0.0,4,70783,87467,5.4
GRAD_006259,2015,20,Female,Black,Regional,Business,3.25,3,Yes,1,Education,Washington DC,Large,None,1.0,20.0,9,59633,104040,8.0
GRAD_006260,2020,25,Female,Other,Top 10,Mathematics,3.64,1,No,3,Government,Los Angeles,Fortune 500,None,0.0,0.0,4,94257,113664,6.5
GRAD_006261,2019,22,Female,White,Top 100,Psychology,3.02,4,Yes,2,Transportation,Washington DC,Medium,None,2.0,60.0,5,69492,81739,8.7
GRAD_006262,2016,22,Female,White,Top 10,Economics,3.19,0,No,0,Retail,Denver,Medium,None,3.0,20.0,8,92371,140864,9.0
GRAD_006263,2018,20,Female,Black,Top 10,Computer Science,3.11,1,Yes,1,Manufacturing,New York,Small,None,1.0,20.0,6,168017,208624,6.7
GRAD_006264,2023,22,Male,White,Top 10,Business,2.74,0,No,0,Manufacturing,San Francisco,Large,MBA,3.0,80.0,1,124141,169712,8.1
GRAD_006265,2022,22,Female,Black,Top 100,Marketing,2.57,2,No,0,Transportation,Philadelphia,Small,MBA,4.0,80.0,2,60065,87995,2.9
GRAD_006266,2023,20,Female,Black,Regional,Communications,2.99,1,No,0,Finance,Phoenix,Fortune 500,None,1.0,40.0,1,58395,62589,5.7
GRAD_006267,2021,22,Female,White,Top 100,Marketing,3.04,1,No,0,Manufacturing,Portland,Fortune 500,None,2.0,40.0,3,74092,86103,2.8
GRAD_006268,2021,21,Other,Black,Top 50,Marketing,3.53,0,No,0,Education,New York,Medium,Masters,1.0,0.0,3,70584,101414,5.9
GRAD_006269,2016,23,Female,Asian,Regional,Engineering,3.17,2,No,3,Finance,Austin,Fortune 500,Masters,4.0,40.0,8,131478,210861,8.6
GRAD_006270,2016,21,Male,White,Top 50,Computer Science,3.52,0,No,2,Healthcare,Portland,Small,None,4.0,20.0,8,137571,212175,5.9
GRAD_006271,2017,22,Male,Hispanic,Top 100,Economics,2.73,0,No,2,Healthcare,Atlanta,Large,Masters,2.0,0.0,7,81340,143139,8.0
GRAD_006272,2018,22,Male,White,Regional,Liberal Arts,3.42,2,No,1,Finance,Chicago,Medium,Masters,1.0,0.0,6,73930,122556,6.5
GRAD_006273,2020,22,Male,White,Regional,Finance,2.79,2,Yes,0,Energy,San Francisco,Large,None,1.0,0.0,4,139146,166705,9.2
GRAD_006274,2022,22,Female,Other,Regional,Computer Science,3.13,1,No,0,Consulting,San Francisco,Fortune 500,None,1.0,,2,144702,156705,10.0
GRAD_006275,2023,22,Female,Asian,Top 50,Business,3.64,0,Yes,1,Technology,Miami,Medium,None,3.0,0.0,1,108993,116603,8.0
GRAD_006276,2021,21,Male,White,Regional,Economics,3.18,3,No,1,Non-profit,New York,Medium,None,0.0,0.0,3,87637,105314,9.1
GRAD_006277,2020,23,Female,Black,Top 100,Economics,2.93,1,No,2,Healthcare,Austin,Startup,None,2.0,60.0,4,105501,129649,6.9
GRAD_006278,2017,22,Female,Hispanic,Regional,Liberal Arts,3.74,2,No,0,Manufacturing,Los Angeles,Large,None,0.0,80.0,7,77526,101046,8.9
GRAD_006279,2023,23,Male,White,Top 100,Data Science,3.61,1,No,1,Consulting,Seattle,Small,None,0.0,0.0,1,126215,134838,7.4
GRAD_006280,2021,22,Female,White,Regional,Economics,3.81,1,No,0,Education,Los Angeles,Large,None,2.0,0.0,3,84693,93899,6.8
GRAD_006281,2020,22,Male,White,Top 100,Computer Science,2.86,2,No,0,Healthcare,Chicago,Small,None,3.0,0.0,4,113059,152024,6.0
GRAD_006282,2016,20,Female,Black,Top 10,Economics,2.67,3,No,1,Transportation,San Francisco,Large,None,,20.0,8,134066,182932,5.2
GRAD_006283,2022,21,Female,Asian,Regional,Marketing,3.83,2,No,3,Technology,Los Angeles,Large,None,2.0,40.0,2,99062,113259,9.5
GRAD_006284,2018,21,Male,Black,Regional,Political Science,2.85,2,Yes,1,Retail,Austin,Small,Masters,2.0,20.0,6,58145,101578,7.1
GRAD_006285,2023,23,Male,Hispanic,Regional,Chemistry,3.3,2,No,0,Finance,Seattle,Fortune 500,None,2.0,40.0,1,97681,106621,8.1
GRAD_006286,2016,20,Male,White,Top 50,Chemistry,3.26,0,No,2,Energy,Miami,Medium,JD,3.0,60.0,8,77671,165520,4.7
GRAD_006287,2015,20,Female,White,Regional,Biology,3.07,1,Yes,2,Transportation,Chicago,Small,None,3.0,60.0,9,53119,101178,7.8
GRAD_006288,2019,22,Female,Asian,Regional,Engineering,2.87,0,No,2,Transportation,Miami,Large,None,0.0,60.0,5,84006,94547,6.0
GRAD_006289,2015,21,Male,Asian,Regional,Biology,3.17,1,No,0,Retail,Chicago,Startup,None,4.0,0.0,9,55941,98295,6.6
GRAD_006290,2015,21,Female,White,Top 100,Biology,3.62,1,No,0,Government,San Francisco,Fortune 500,None,3.0,40.0,9,83361,141023,7.1
GRAD_006291,2021,21,Female,Black,Top 100,Psychology,3.1,0,No,2,Government,San Francisco,Fortune 500,None,1.0,0.0,3,91691,101324,5.7
